outcome,term,coef,se,z,p,nobs,events,peer_firms,mean_y,mean_ai_active,peer_cleaning_ann_rate,focal_cleaning_ann_rate,peer_group,top_n,sample,fe_spec,model
peer_ablog_value_m1_p1,specz_ai_active,-0.02687874093644534,0.011957083729586761,-2.2479344917470336,0.024580367390901525,17659,2432,4564,0.08548997038294327,0.25624327538365704,0.0,0.0,true_top10,10,drop_either_cleaning_ann,event_fe,M1_specz_x_ai_active
peer_ablog_shares_m1_p1,ai_active_peer_tminus5,0.050175776477714484,0.014411450010025422,3.481660515965386,0.000498315016654427,17659,2432,4564,0.056560420630412056,0.25624327538365704,0.0,0.0,true_top10,10,drop_either_cleaning_ann,event_fe,M1_specz_x_ai_active
peer_ablog_shares_m1_p1,specz_ai_active,-0.0234797348853985,0.01039764495857358,-2.2581781719751675,0.023934553554381566,17659,2432,4564,0.056560420630412056,0.25624327538365704,0.0,0.0,true_top10,10,drop_either_cleaning_ann,event_fe,M1_specz_x_ai_active
peer_ablog_value_0_p1,ai_active_peer_tminus5,0.053155057396599516,0.016467991770382162,3.227780177313386,0.0012475480289413365,17659,2432,4564,0.0830823389964817,0.25624327538365704,0.0,0.0,true_top10,10,drop_either_cleaning_ann,event_fe_peer_industry_week_fe,M1_specz_x_ai_active
peer_ablog_value_0_p1,specz_ai_active,-0.0333023896908685,0.012249665163999003,-2.7186367337404564,0.006555155606709606,17659,2432,4564,0.0830823389964817,0.25624327538365704,0.0,0.0,true_top10,10,drop_either_cleaning_ann,event_fe_peer_industry_week_fe,M1_specz_x_ai_active
peer_ablog_shares_0_p1,ai_active_peer_tminus5,0.03460501655569583,0.014723347215276445,2.350349825329857,0.01875577437630027,17659,2432,4564,0.05391912486909929,0.25624327538365704,0.0,0.0,true_top10,10,drop_either_cleaning_ann,event_fe_peer_industry_week_fe,M1_specz_x_ai_active
peer_ablog_shares_0_p1,specz_ai_active,-0.027834163210838286,0.010871536213951524,-2.5602787557400117,0.010458823413242557,17659,2432,4564,0.05391912486909929,0.25624327538365704,0.0,0.0,true_top10,10,drop_either_cleaning_ann,event_fe_peer_industry_week_fe,M1_specz_x_ai_active
peer_ablog_value_m1_p1,ai_active_peer_tminus5,0.05756377096136466,0.016297911406460155,3.531972258638464,0.0004124726239906895,17659,2432,4564,0.08548997038294327,0.25624327538365704,0.0,0.0,true_top10,10,drop_either_cleaning_ann,event_fe_peer_industry_week_fe,M1_specz_x_ai_active
peer_ablog_value_m1_p1,specz_ai_active,-0.03246563422878899,0.011783002247902461,-2.7552939009723367,0.005863943526740467,17659,2432,4564,0.08548997038294327,0.25624327538365704,0.0,0.0,true_top10,10,drop_either_cleaning_ann,event_fe_peer_industry_week_fe,M1_specz_x_ai_active
peer_ablog_shares_m1_p1,ai_active_peer_tminus5,0.03863095934128167,0.014530516701873268,2.658608784111675,0.007846401519473911,17659,2432,4564,0.056560420630412056,0.25624327538365704,0.0,0.0,true_top10,10,drop_either_cleaning_ann,event_fe_peer_industry_week_fe,M1_specz_x_ai_active
peer_ablog_shares_m1_p1,specz_ai_active,-0.0272440861620114,0.010428505150921516,-2.61246322150054,0.008989236375173126,17659,2432,4564,0.056560420630412056,0.25624327538365704,0.0,0.0,true_top10,10,drop_either_cleaning_ann,event_fe_peer_industry_week_fe,M1_specz_x_ai_active
peer_ablog_value_0_p1,ai_active_peer_tminus5,0.042831960180215845,0.026202682176791257,1.634640297173615,0.1021244748566359,20123,2598,2874,0.06999248232919089,0.24469512498136461,0.1669234209610893,0.08313869701336779,low_similarity_same_industry,10,base_no_announcement_filter,event_fe,M1_specz_x_ai_active
peer_ablog_value_0_p1,specz_ai_active,-0.013046051917132307,0.01351396317870453,-0.9653757187743738,0.33435665872513853,20123,2598,2874,0.06999248232919089,0.24469512498136461,0.1669234209610893,0.08313869701336779,low_similarity_same_industry,10,base_no_announcement_filter,event_fe,M1_specz_x_ai_active
peer_ablog_shares_0_p1,ai_active_peer_tminus5,0.02399023581328529,0.022250627363034663,1.0781824450100974,0.28095234458681695,20123,2598,2874,0.044489209032031365,0.24469512498136461,0.1669234209610893,0.08313869701336779,low_similarity_same_industry,10,base_no_announcement_filter,event_fe,M1_specz_x_ai_active
peer_ablog_shares_0_p1,specz_ai_active,-0.010385386903308163,0.011756968400581314,-0.8833388463300339,0.37705322116523243,20123,2598,2874,0.044489209032031365,0.24469512498136461,0.1669234209610893,0.08313869701336779,low_similarity_same_industry,10,base_no_announcement_filter,event_fe,M1_specz_x_ai_active
peer_ablog_value_m1_p1,ai_active_peer_tminus5,0.05147558980941892,0.026568491570671468,1.9374675326408821,0.05268821844318983,20123,2598,2874,0.07351720642258944,0.24469512498136461,0.1669234209610893,0.08313869701336779,low_similarity_same_industry,10,base_no_announcement_filter,event_fe,M1_specz_x_ai_active
peer_ablog_value_m1_p1,specz_ai_active,-0.014955447781573367,0.013459001044245173,-1.1111855725702648,0.2664884800414209,20123,2598,2874,0.07351720642258944,0.24469512498136461,0.1669234209610893,0.08313869701336779,low_similarity_same_industry,10,base_no_announcement_filter,event_fe,M1_specz_x_ai_active
peer_ablog_shares_m1_p1,ai_active_peer_tminus5,0.031985790521715234,0.022515563526139745,1.4206080378392885,0.155430740463246,20123,2598,2874,0.048211744796290874,0.24469512498136461,0.1669234209610893,0.08313869701336779,low_similarity_same_industry,10,base_no_announcement_filter,event_fe,M1_specz_x_ai_active
